neuroNamesID,cNIDType,cNID,cTypeId,cType,brainStructureType,standardName,standardAcronym,brainInfoURL,cDefinition,synonyms,parents
54,h,35,9,classical nervous system,Superficial Structure,preoccipital notch,pon,http://braininfo.org/centraldirectory.aspx?ID=54,"refers to a depression in the inferior margin of the cerebral cortex viewed from the side. It marks the boundary between the parietal lobe and the occipital lobe in the human ( Ono-1990 ). 
The inferior occipital sulcus forms a similar depression in the inferior cortical margin of the macaque ( Martin 2000 ). It marks the boundary between the parietal lobe and the occipital lobe but is not ordinarily referred to as 'preoccipital notch'.
Equivalent structures are not found in the smooth cerebral cortex of the rat or mouse ( NeuroNames ).",,
55,h,36,9,classical nervous system,Superficial Structure,occipitotemporal sulcus,ots,http://braininfo.org/centraldirectory.aspx?ID=55,refers to a groove on the ventral surface of the temporal lobe that marks the boundary between the inferior temporal gyrus and the fusiform gyrus. It is found in the human ( Ono-1990 ) and the macaque ( Martin-2000 ).  Equivalent structures are not found in the smooth cerebral cortex of the rat or mouse ( NeuroNames ).,,
56,h,37,9,classical nervous system,Volumetric Superstructure,frontal lobe,FL,http://braininfo.org/centraldirectory.aspx?ID=56,"refers to one of six divisions of the cerebral cortex defined by dissection in the human ( Carpenter-1983 ) and the macaque ( Martin-2000 ). The most rostral of the lobes, it is separated from the parietal lobe by the central sulcus, from the temporal lobe by the lateral fissure, from the limbic lobe by the cingulate sulcus, and from the insula by the superior limiting sulcus.
In the human the frontal lobe is composed of two groups of gyri and seven individual gyri. The groups are the transverse frontopolar gyri and the orbital gyri. Individual gyri on the dorsolateral surface of the cerebral hemisphere include the superior frontal gyrus, the middle frontal gyrus, the inferior frontal gyrus and the precentral gyrus; those on the mesial side of the hemisphere include part of the superior frontal gyrus, the superior rostral gyrus, the inferior rostral gyrus, and the straight gyrus.
The frontal lobe of the macaque is the same except that it lacks transverse frontopolar gyri, a superior rostral gyrus, and an inferior rostral gyrus.
Equivalent structures are not found in the smooth cerebral cortex of the rat or mouse ( NeuroNames ).",,
57,h,38,9,classical nervous system,Superficial Structure,frontal pole,frp,http://braininfo.org/centraldirectory.aspx?ID=57,"refers to the rostral tip of the cerebral cortex. It is a superficial feature found in the human ( Carpenter-1983 ), macaque ( Martin-2000 ), rat ( Swanson-2004 ), and mouse ( Hof-2000 ). In the rat and mouse it refers to the tip of the portion of cerebral cortex that terminates dorsal to the olfactory bulb, which, in rodents, extends rostrally a few millimeters further. Some authors use the term in reference to a subdivision of the cerebral cortex at its rostral extreme ( see frontopolar area ).",,
58,h,39,9,classical nervous system,Superficial Structure,frontal operculum - obsolete,fro,http://braininfo.org/centraldirectory.aspx?ID=58,N/A,,
59,h,40,9,classical nervous system,Superficial Structure,orbital operculum of the frontal lobe - obsolete,,http://braininfo.org/centraldirectory.aspx?ID=59,N/A,,
60,h,41,9,classical nervous system,Superficial Structure,precentral operculum - obsolete,,http://braininfo.org/centraldirectory.aspx?ID=60,N/A,,
61,h,42,9,classical nervous system,Superficial Structure,superior frontal sulcus,sfrs,http://braininfo.org/centraldirectory.aspx?ID=61,"refers to a groove that parallels the longitudinal fissure on the dorsal surface of the frontal lobe. Separating the superior frontal gyrus from the middle frontal gyrus, it exists only in the human. 
Some authors use the term 'sulcus frontalis superior' in reference to the posterior supraprincipal dimple of the macaque. They do not, however, regard that to be a homologous structure; the macaque does not have a superior frontal sulcus ( Bonin-1947 ). The superior frontal sulcus and the superior precentral sulcus of the human correspond to the superior limb of the arcuate sulcus of the macaque ( Matelli-2004 ).  And equivalent structures are not found in the smooth cerebral cortex of the rat or mouse ( NeuroNames ).",,
62,h,43,9,classical nervous system,Superficial Structure,middle frontal sulcus,mfs,http://braininfo.org/centraldirectory.aspx?ID=62,"refers to a short groove embedded in the middle frontal gyrus of the human. Located rostral to the intermediate precentral sulcus, it runs parallel to the superior frontal sulcus above and the inferior frontal sulcus below ( Ono-1990 ). It is not found in the macaque, and an equivalent structure is not found in the smooth cerebral cortex of the rat or mouse ( NeuroNames ).",,
63,h,44,9,classical nervous system,Superficial Structure,inferior frontal sulcus,ifrs,http://braininfo.org/centraldirectory.aspx?ID=63,"refers to a groove that parallels the lateral fissure on the lower lateral surface of the frontal lobe. Separating the middle frontal gyrus from the inferior frontal gyrus, it exists only in the human. It is not found in the macaque, and an equivalent structure is not found in the smooth cerebral cortex of the rat or mouse ( NeuroNames ). ",,
64,h,45,9,classical nervous system,Superficial Structure,superior limb of the arcuate sulcus,slas,http://braininfo.org/centraldirectory.aspx?ID=64,"refers to the upper, horizontal branch of the arcuate sulcus in the frontal lobe of the macaque. Defined by dissection, it separates the superior frontal gyrus from the middle frontal gyrus ( Martin-2000 ). It may be homologous to the superior frontal sulcus and superior precentral sulcus of the adult human. (See arcuate sulcus for details.) Equivalent structures are not found in the smooth cerebral cortex of the rat or mouse ( NeuroNames ). ",,
65,h,46,9,classical nervous system,Superficial Structure,inferior ramus of the arcuate sulcus,iras,http://braininfo.org/centraldirectory.aspx?ID=65,"refers to the lower, diagonal branch of the arcuate sulcus in the frontal lobe of the macaque. Defined by dissection, it separates the precentral gyrus caudally from the inferior frontal gyrus rostrally ( Martin-2000 ). Architectonically it separates the premotor cortex caudally from the dorsolateral prefrontal cortex rostrally. 
It may be homologous to the inferior precentral sulcus of the adult human ( See arcuate sulcus for details. )  Equivalent structures are not found in the smooth cerebral cortex of the rat or mouse ( NeuroNames ). ",,
66,h,47,9,classical nervous system,Superficial Structure,principal sulcus,prs,http://braininfo.org/centraldirectory.aspx?ID=66,"refers to a superficial feature of the frontal lobe of the macaque. Located on the dorsolateral surface, it is a horizontal groove extending toward the frontal pole from the angle of the arcuate sulcus ( Krieg-1975; Walker-1940 ). The adult human brain has no feature topologically equivalent to it ( Matelli-2004 ). While the  <a href=""http://www.wanprc.org/braininfo-images/human-fetal-brain.htm"" TARGET=""_BLANK"">fetal cortex</a> of the 32-33 week human has such a feature, it is more likely homologous to  the inferior frontal sulcus of the adult human ( Savel'ev-2005 ). It is not present in the smooth cerebral cortex of the rat or the mouse ( NeuroNames ).",,
67,h,48,9,classical nervous system,Superficial Structure,diagonal sulcus,dias,http://braininfo.org/centraldirectory.aspx?ID=67,"refers to a branch from the lateral fissure into the inferior frontal gyrus of the human. Defined by dissection, it is embedded within the opercular part of the inferior frontal gyrus ( Ono-1990; Ture-1999 ). Some authors indicate that it separates the opercular part from the more caudal portion of the inferior frontal gyrus ( Duvernoy-1992 ). Branches from the lateral fissure are not found in the macaque, nor is the lateral fissure itself found in the smooth cerebral cortex of the rat or mouse ( NeuroNames ).",,
68,h,49,9,classical nervous system,Superficial Structure,anterior ascending limb of the lateral fissure,aals,http://braininfo.org/centraldirectory.aspx?ID=68,"refers to a superficial feature of the frontal lobe of the human. It is a branch from the lateral fissure that separates the triangular part of the inferior frontal gyrus from the opercular part of the inferior frontal gyrus in the human ( Ono-1990 ). It is identified by dissection,  Branches from the lateral fissure are not found in the macaque, nor is the lateral fissure itself found in the smooth cerebral cortex of the rat or mouse ( NeuroNames ).",,
69,h,50,9,classical nervous system,Superficial Structure,anterior horizontal limb of the lateral fissure,ahls,http://braininfo.org/centraldirectory.aspx?ID=69,"refers to a superficial feature of the frontal lobe of the human. It is a branch from the lateral fissure that separates the orbital part of the inferior frontal gyrus from the triangular part of the inferior frontal gyrus in the human ( Ono-1990 ). It is identified by dissection,  Branches from the lateral fissure are not found in the macaque, nor is the lateral fissure itself found in the smooth cerebral cortex of the rat or mouse ( NeuroNames ).",,
